trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,sustained_broadband_delta,offset_broadband_delta,driven_power_log2_delta
6,amp250_freq26,250,26,B_LEC_128-191,51,-6.596504211425781,16.982498168945312,1.2156534782443227
6,amp250_freq26,250,26,B_LEC_192-255,32,4.424713134765625,-3.35357666015625,1.3712494204910963
7,amp250_freq26,250,26,A_dHPC_0-31,32,7.3531036376953125,12.160858154296875,0.7161131076399524
7,amp250_freq26,250,26,A_dHPC_32-63,32,53.02708435058594,51.47865295410156,0.018191703660002233
7,amp250_freq26,250,26,A_dHPC_64-95,32,12.635772705078125,49.28010559082031,-0.5209965881068592
7,amp250_freq26,250,26,A_dHPC_96-127,31,-5.1209259033203125,0.7112274169921875,-1.0616514468187068
7,amp250_freq26,250,26,B_LEC_128-191,51,-6.0168304443359375,-5.212242126464844,0.7178229177098349
7,amp250_freq26,250,26,B_LEC_192-255,32,-10.247535705566406,-16.57177734375,0.9536381268267738
8,amp100_freq5,100,5,A_dHPC_0-31,32,-22.595123291015625,80.08195495605469,-1.852877125093077
8,amp100_freq5,100,5,A_dHPC_32-63,32,-18.139007568359375,153.29954528808594,-2.2180149475931676
8,amp100_freq5,100,5,A_dHPC_64-95,32,8.622268676757812,13.2857666015625,-2.699933988396752
8,amp100_freq5,100,5,A_dHPC_96-127,31,-18.98914337158203,20.839500427246094,-1.4441112543538868
8,amp100_freq5,100,5,B_LEC_128-191,51,-2.398834228515625,5.0565185546875,0.955635484378478
8,amp100_freq5,100,5,B_LEC_192-255,32,-2.7013397216796875,11.004627227783203,0.2602644166807254
9,amp250_freq5,250,5,A_dHPC_0-31,32,17.277923583984375,-74.69595336914062,-2.4524107516069416
9,amp250_freq5,250,5,A_dHPC_32-63,32,-9.982742309570312,-105.37782287597656,0.5097429707120762
9,amp250_freq5,250,5,A_dHPC_64-95,32,29.857757568359375,-37.645530700683594,0.03819565755327736
9,amp250_freq5,250,5,A_dHPC_96-127,31,-12.19842529296875,-56.77253723144531,0.5491050034740708
9,amp250_freq5,250,5,B_LEC_128-191,51,-3.9139328002929688,-7.468994140625,-1.00665899522537
9,amp250_freq5,250,5,B_LEC_192-255,32,-3.8475379943847656,14.66567611694336,-2.4993568789253002
10,amp100_freq5,100,5,A_dHPC_0-31,32,-6.9259490966796875,-31.943862915039062,-1.6500578492902436
10,amp100_freq5,100,5,A_dHPC_32-63,32,-63.30694580078125,-143.09256744384766,-1.0129134066178338
10,amp100_freq5,100,5,A_dHPC_64-95,32,-8.318618774414062,-109.92835235595703,1.5008368640429213
10,amp100_freq5,100,5,A_dHPC_96-127,31,1.0357818603515625,-40.47113037109375,-0.23713090312320584
10,amp100_freq5,100,5,B_LEC_128-191,51,-9.122123718261719,16.315406799316406,-0.2439263460940385
10,amp100_freq5,100,5,B_LEC_192-255,32,-27.676403045654297,-32.7225227355957,-1.7471166013307609
11,amp100_freq26,100,26,A_dHPC_0-31,32,-58.73515319824219,15.771728515625,-1.1926629690420423
11,amp100_freq26,100,26,A_dHPC_32-63,32,-35.031341552734375,44.97547912597656,-1.321863913413666
11,amp100_freq26,100,26,A_dHPC_64-95,32,-35.38026428222656,-6.91314697265625,2.7028350414838114
11,amp100_freq26,100,26,A_dHPC_96-127,31,-11.000999450683594,-37.337486267089844,-0.5855641550046102
11,amp100_freq26,100,26,B_LEC_128-191,51,-2.730926513671875,8.296279907226562,1.3287066770292397
11,amp100_freq26,100,26,B_LEC_192-255,32,20.43819808959961,32.85447692871094,1.9932368838650258
12,amp100_freq5,100,5,A_dHPC_0-31,32,26.427490234375,17.701141357421875,-0.07126914763526548
12,amp100_freq5,100,5,A_dHPC_32-63,32,59.892303466796875,85.42247009277344,1.447412619686667
12,amp100_freq5,100,5,A_dHPC_64-95,32,71.39794158935547,55.39301300048828,1.3086969736417366
12,amp100_freq5,100,5,A_dHPC_96-127,31,19.147537231445312,25.246185302734375,0.8401776606848272
12,amp100_freq5,100,5,B_LEC_128-191,51,0.11949920654296875,-17.6259765625,-1.011441005906529
12,amp100_freq5,100,5,B_LEC_192-255,32,-4.49822998046875,-19.885761260986328,-0.09452886682783723
13,amp250_freq50,250,50,A_dHPC_0-31,32,-32.32965087890625,-1.2619781494140625,-0.7015127423374374
13,amp250_freq50,250,50,A_dHPC_32-63,32,-45.78053283691406,-103.67823028564453,0.22108341774488996
13,amp250_freq50,250,50,A_dHPC_64-95,32,-47.852203369140625,-104.32713317871094,2.706278527862359
13,amp250_freq50,250,50,A_dHPC_96-127,31,-23.596282958984375,-38.816429138183594,-0.3760784076004548
13,amp250_freq50,250,50,B_LEC_128-191,51,12.865058898925781,4.271415710449219,-0.535261781096104
13,amp250_freq50,250,50,B_LEC_192-255,32,-4.455783843994141,10.306575775146484,0.07446686109402316
