trial_number,condition,amplitude,freq,recording_start_time_s,recording_end_time_s,on_start_s,on_end_s,off_start_s,off_end_s
274,amp180_freq10,180,10,4424.780025,4427.780025,4424.780025,4427.780025,4427.780025,4430.780025
275,amp250_freq10,250,10,4430.780025,4433.780025,4430.780025,4433.780025,4433.780025,4436.780025
276,amp250_freq50,250,50,4436.780025,4439.780025,4436.780025,4439.780025,4439.780025,4442.780025
277,amp100_freq26,100,26,4442.780025,4445.780025,4442.780025,4445.780025,4445.780025,4448.780025
278,amp100_freq10,100,10,4448.780025,4451.780025,4448.780025,4451.780025,4451.780025,4454.780025
279,amp100_freq5,100,5,4454.780025,4457.780025,4454.780025,4457.780025,4457.780025,4460.780025
280,amp180_freq50,180,50,4460.780025,4463.780025,4460.780025,4463.780025,4463.780025,4466.780025
281,amp100_freq10,100,10,4466.780025,4469.780025,4466.780025,4469.780025,4469.780025,4472.780025
282,amp100_freq50,100,50,4472.780025,4475.780025,4472.780025,4475.780025,4475.780025,4478.780025
283,amp100_freq26,100,26,4478.780025,4481.780025,4478.780025,4481.780025,4481.780025,4484.780025
284,amp250_freq5,250,5,4484.780025,4487.780025,4484.780025,4487.780025,4487.780025,4490.780025
285,amp180_freq10,180,10,4490.780025,4493.780025,4490.780025,4493.780025,4493.780025,4496.780025
286,amp180_freq10,180,10,4496.780025,4499.780025,4496.780025,4499.780025,4499.780025,4502.780025
287,amp250_freq50,250,50,4502.780025,4505.780025,4502.780025,4505.780025,4505.780025,4508.780025
288,amp180_freq10,180,10,4508.780025,4511.780025,4508.780025,4511.780025,4511.780025,4514.780025
289,amp100_freq50,100,50,4514.780025,4517.780025,4514.780025,4517.780025,4517.780025,4520.780025
290,amp180_freq5,180,5,4520.780025,4523.780025,4520.780025,4523.780025,4523.780025,4526.780025
291,amp250_freq10,250,10,4526.780025,4529.780025,4526.780025,4529.780025,4529.780025,4532.780025
292,amp180_freq10,180,10,4532.780025,4535.780025,4532.780025,4535.780025,4535.780025,4538.780025
293,amp180_freq10,180,10,4538.780025,4541.780025,4538.780025,4541.780025,4541.780025,4544.780025
294,amp250_freq26,250,26,4544.780025,4547.780025,4544.780025,4547.780025,4547.780025,4550.780025
295,amp180_freq50,180,50,4550.780025,4553.780025,4550.780025,4553.780025,4553.780025,4556.780025
296,amp100_freq10,100,10,4556.780025,4559.780025,4556.780025,4559.780025,4559.780025,4562.780025
297,amp180_freq26,180,26,4562.780025,4565.780025,4562.780025,4565.780025,4565.780025,4568.780025
298,amp250_freq5,250,5,4568.780025,4571.780025,4568.780025,4571.780025,4571.780025,4574.780025
299,amp250_freq26,250,26,4574.780025,4577.780025,4574.780025,4577.780025,4577.780025,4580.780025
300,amp100_freq5,100,5,4580.780025,4583.780025,4580.780025,4583.780025,4583.780025,4586.780025
301,amp250_freq26,250,26,4586.780025,4589.780025,4586.780025,4589.780025,4589.780025,4592.780025
302,amp100_freq10,100,10,4592.780025,4595.780025,4592.780025,4595.780025,4595.780025,4598.780025
303,amp250_freq5,250,5,4598.780025,4601.780025,4598.780025,4601.780025,4601.780025,4604.780025
304,amp100_freq26,100,26,4604.780025,4607.780025,4604.780025,4607.780025,4607.780025,4610.780025
305,amp100_freq5,100,5,4610.780025,4613.780025,4610.780025,4613.780025,4613.780025,4616.780025
306,amp180_freq10,180,10,4616.780025,4619.780025,4616.780025,4619.780025,4619.780025,4622.780025
307,amp180_freq50,180,50,4622.780025,4625.780025,4622.780025,4625.780025,4625.780025,4628.780025
308,amp100_freq50,100,50,4628.780025,4631.780025,4628.780025,4631.780025,4631.780025,4634.780025
309,amp180_freq10,180,10,4634.780025,4637.780025,4634.780025,4637.780025,4637.780025,4640.780025
310,amp100_freq50,100,50,4640.780025,4643.780025,4640.780025,4643.780025,4643.780025,4646.780025
311,amp100_freq10,100,10,4646.780025,4649.780025,4646.780025,4649.780025,4649.780025,4652.780025
312,amp180_freq5,180,5,4652.780025,4655.780025,4652.780025,4655.780025,4655.780025,4658.780025
313,amp250_freq50,250,50,4658.780025,4661.780025,4658.780025,4661.780025,4661.780025,4664.780025
314,amp250_freq10,250,10,4664.780025,4667.780025,4664.780025,4667.780025,4667.780025,4670.780025
315,amp100_freq5,100,5,4670.780025,4673.780025,4670.780025,4673.780025,4673.780025,4676.780025
316,amp180_freq5,180,5,4676.780025,4679.780025,4676.780025,4679.780025,4679.780025,4682.780025
317,amp250_freq26,250,26,4682.780025,4685.780025,4682.780025,4685.780025,4685.780025,4688.780025
318,amp180_freq5,180,5,4688.780025,4691.780025,4688.780025,4691.780025,4691.780025,4694.780025
319,amp100_freq5,100,5,4694.780025,4697.780025,4694.780025,4697.780025,4697.780025,4700.780025
320,amp180_freq50,180,50,4700.780025,4703.780025,4700.780025,4703.780025,4703.780025,4706.780025
321,amp180_freq5,180,5,4706.780025,4709.780025,4706.780025,4709.780025,4709.780025,4712.780025
322,amp100_freq50,100,50,4712.780025,4715.780025,4712.780025,4715.780025,4715.780025,4718.780025
323,amp180_freq50,180,50,4718.780025,4721.780025,4718.780025,4721.780025,4721.780025,4724.780025
324,amp250_freq26,250,26,4724.780025,4727.780025,4724.780025,4727.780025,4727.780025,4730.780025
325,amp180_freq5,180,5,4730.780025,4733.780025,4730.780025,4733.780025,4733.780025,4736.780025
326,amp180_freq50,180,50,4736.780025,4739.780025,4736.780025,4739.780025,4739.780025,4742.780025
327,amp250_freq50,250,50,4742.780025,4745.780025,4742.780025,4745.780025,4745.780025,4748.780025
328,amp250_freq26,250,26,4748.780025,4751.780025,4748.780025,4751.780025,4751.780025,4754.780025
329,amp180_freq26,180,26,4754.780025,4757.780025,4754.780025,4757.780025,4757.780025,4760.780025
330,amp180_freq26,180,26,4760.780025,4763.780025,4760.780025,4763.780025,4763.780025,4766.780025
331,amp100_freq26,100,26,4766.780025,4769.780025,4766.780025,4769.780025,4769.780025,4772.780025
332,amp180_freq5,180,5,4772.780025,4775.780025,4772.780025,4775.780025,4775.780025,4778.780025
333,amp100_freq26,100,26,4778.780025,4781.780025,4778.780025,4781.780025,4781.780025,4784.780025
334,amp250_freq10,250,10,4784.780025,4787.780025,4784.780025,4787.780025,4787.780025,4790.780025
335,amp250_freq26,250,26,4790.780025,4793.780025,4790.780025,4793.780025,4793.780025,4796.780025
336,amp250_freq5,250,5,4796.780025,4799.780025,4796.780025,4799.780025,4799.780025,4802.780025
337,amp100_freq10,100,10,4802.780025,4805.780025,4802.780025,4805.780025,4805.780025,4808.780025
338,amp180_freq50,180,50,4808.780025,4811.780025,4808.780025,4811.780025,4811.780025,4814.780025
339,amp250_freq5,250,5,4814.780025,4817.780025,4814.780025,4817.780025,4817.780025,4820.780025
340,amp250_freq26,250,26,4820.780025,4823.780025,4820.780025,4823.780025,4823.780025,4826.780025
341,amp250_freq5,250,5,4826.780025,4829.780025,4826.780025,4829.780025,4829.780025,4832.780025
342,amp250_freq50,250,50,4832.780025,4835.780025,4832.780025,4835.780025,4835.780025,4838.780025
343,amp100_freq50,100,50,4838.780025,4841.780025,4838.780025,4841.780025,4841.780025,4844.780025
344,amp180_freq26,180,26,4844.780025,4847.780025,4844.780025,4847.780025,4847.780025,4850.780025
345,amp100_freq50,100,50,4850.780025,4853.780025,4850.780025,4853.780025,4853.780025,4856.780025
346,amp100_freq10,100,10,4856.780025,4859.780025,4856.780025,4859.780025,4859.780025,4862.780025
347,amp250_freq5,250,5,4862.780025,4865.780025,4862.780025,4865.780025,4865.780025,4868.780025
348,amp250_freq10,250,10,4868.780025,4871.780025,4868.780025,4871.780025,4871.780025,4874.780025
349,amp250_freq10,250,10,4874.780025,4877.780025,4874.780025,4877.780025,4877.780025,4880.780025
350,amp100_freq5,100,5,4880.780025,4883.780025,4880.780025,4883.780025,4883.780025,4886.780025
351,amp100_freq5,100,5,4886.780025,4889.780025,4886.780025,4889.780025,4889.780025,4892.780025
352,amp180_freq10,180,10,4892.780025,4895.780025,4892.780025,4895.780025,4895.780025,4898.780025
353,amp180_freq10,180,10,4898.780025,4901.780025,4898.780025,4901.780025,4901.780025,4904.780025
354,amp100_freq10,100,10,4904.780025,4907.780025,4904.780025,4907.780025,4907.780025,4910.780025
355,amp100_freq10,100,10,4910.780025,4913.780025,4910.780025,4913.780025,4913.780025,4916.780025
356,amp180_freq26,180,26,4916.780025,4919.780025,4916.780025,4919.780025,4919.780025,4922.780025
357,amp250_freq10,250,10,4922.780025,4925.780025,4922.780025,4925.780025,4925.780025,4928.780025
358,amp180_freq10,180,10,4928.780025,4931.780025,4928.780025,4931.780025,4931.780025,4934.780025
359,amp180_freq5,180,5,4934.780025,4937.780025,4934.780025,4937.780025,4937.780025,4940.780025
360,amp100_freq26,100,26,4940.780025,4943.780025,4940.780025,4943.780025,4943.780025,4946.780025
361,amp250_freq5,250,5,4946.780025,4949.780025,4946.780025,4949.780025,4949.780025,4952.780025
362,amp100_freq50,100,50,4952.780025,4955.780025,4952.780025,4955.780025,4955.780025,4958.780025
363,amp180_freq50,180,50,4958.780025,4961.780025,4958.780025,4961.780025,4961.780025,4964.780025
364,amp100_freq50,100,50,4964.780025,4967.780025,4964.780025,4967.780025,4967.780025,4970.780025
365,amp100_freq5,100,5,4970.780025,4973.780025,4970.780025,4973.780025,4973.780025,4976.780025
366,amp100_freq5,100,5,4976.780025,4979.780025,4976.780025,4979.780025,4979.780025,4982.780025
367,amp100_freq10,100,10,4982.780025,4985.780025,4982.780025,4985.780025,4985.780025,4988.780025
368,amp100_freq10,100,10,4988.780025,4991.780025,4988.780025,4991.780025,4991.780025,4994.780025
369,amp250_freq10,250,10,4994.780025,4997.780025,4994.780025,4997.780025,4997.780025,5000.780025
370,amp250_freq10,250,10,5000.780025,5003.780025,5000.780025,5003.780025,5003.780025,5006.780025
371,amp100_freq50,100,50,5006.780025,5009.780025,5006.780025,5009.780025,5009.780025,5012.780025
372,amp250_freq10,250,10,5012.780025,5015.780025,5012.780025,5015.780025,5015.780025,5018.780025
373,amp180_freq26,180,26,5018.780025,5021.780025,5018.780025,5021.780025,5021.780025,5024.780025
374,amp250_freq26,250,26,5024.780025,5027.780025,5024.780025,5027.780025,5027.780025,5030.780025
375,amp100_freq10,100,10,5030.780025,5033.780025,5030.780025,5033.780025,5033.780025,5036.780025
376,amp100_freq5,100,5,5036.780025,5039.780025,5036.780025,5039.780025,5039.780025,5042.780025
377,amp100_freq5,100,5,5042.780025,5045.780025,5042.780025,5045.780025,5045.780025,5048.780025
378,amp250_freq50,250,50,5048.780025,5051.780025,5048.780025,5051.780025,5051.780025,5054.780025
379,amp180_freq10,180,10,5054.780025,5057.780025,5054.780025,5057.780025,5057.780025,5060.780025
380,amp100_freq10,100,10,5060.780025,5063.780025,5060.780025,5063.780025,5063.780025,5066.780025
381,amp250_freq26,250,26,5066.780025,5069.780025,5066.780025,5069.780025,5069.780025,5072.780025
382,amp180_freq26,180,26,5072.780025,5075.780025,5072.780025,5075.780025,5075.780025,5078.780025
383,amp100_freq5,100,5,5078.780025,5081.780025,5078.780025,5081.780025,5081.780025,5084.780025
384,amp100_freq10,100,10,5084.780025,5087.780025,5084.780025,5087.780025,5087.780025,5090.780025
385,amp180_freq5,180,5,5090.780025,5093.780025,5090.780025,5093.780025,5093.780025,5096.780025
386,amp180_freq26,180,26,5096.780025,5099.780025,5096.780025,5099.780025,5099.780025,5102.780025
387,amp100_freq50,100,50,5102.780025,5105.780025,5102.780025,5105.780025,5105.780025,5108.780025
388,amp180_freq5,180,5,5108.780025,5111.780025,5108.780025,5111.780025,5111.780025,5114.780025
389,amp180_freq10,180,10,5114.780025,5117.780025,5114.780025,5117.780025,5117.780025,5120.780025
390,amp180_freq10,180,10,5120.780025,5123.780025,5120.780025,5123.780025,5123.780025,5126.780025
391,amp100_freq26,100,26,5126.780025,5129.780025,5126.780025,5129.780025,5129.780025,5132.780025
392,amp250_freq50,250,50,5132.780025,5135.780025,5132.780025,5135.780025,5135.780025,5138.780025
393,amp180_freq5,180,5,5138.780025,5141.780025,5138.780025,5141.780025,5141.780025,5144.780025
394,amp250_freq5,250,5,5144.780025,5147.780025,5144.780025,5147.780025,5147.780025,5150.780025
395,amp250_freq50,250,50,5150.780025,5153.780025,5150.780025,5153.780025,5153.780025,5156.780025
396,amp250_freq26,250,26,5156.780025,5159.780025,5156.780025,5159.780025,5159.780025,5162.780025
397,amp100_freq50,100,50,5162.780025,5165.780025,5162.780025,5165.780025,5165.780025,5168.780025
398,amp250_freq10,250,10,5168.780025,5171.780025,5168.780025,5171.780025,5171.780025,5174.780025
399,amp180_freq50,180,50,5174.780025,5177.780025,5174.780025,5177.780025,5177.780025,5180.780025
400,amp180_freq10,180,10,5180.780025,5183.780025,5180.780025,5183.780025,5183.780025,5186.780025
401,amp100_freq5,100,5,5186.780025,5189.780025,5186.780025,5189.780025,5189.780025,5192.780025
402,amp250_freq26,250,26,5192.780025,5195.780025,5192.780025,5195.780025,5195.780025,5198.780025
403,amp250_freq26,250,26,5198.780025,5201.780025,5198.780025,5201.780025,5201.780025,5204.780025
404,amp250_freq5,250,5,5204.780025,5207.780025,5204.780025,5207.780025,5207.780025,5210.780025
405,amp180_freq5,180,5,5210.780025,5213.780025,5210.780025,5213.780025,5213.780025,5216.780025
406,amp180_freq26,180,26,5216.780025,5219.780025,5216.780025,5219.780025,5219.780025,5222.780025
407,amp100_freq10,100,10,5222.780025,5225.780025,5222.780025,5225.780025,5225.780025,5228.780025
408,amp100_freq26,100,26,5228.780025,5231.780025,5228.780025,5231.780025,5231.780025,5234.780025
409,amp100_freq10,100,10,5234.780025,5237.780025,5234.780025,5237.780025,5237.780025,5240.780025
410,amp250_freq10,250,10,5240.780025,5243.780025,5240.780025,5243.780025,5243.780025,5246.780025
411,amp180_freq50,180,50,5246.780025,5249.780025,5246.780025,5249.780025,5249.780025,5252.780025
412,amp250_freq50,250,50,5252.780025,5255.780025,5252.780025,5255.780025,5255.780025,5258.780025
413,amp180_freq10,180,10,5258.780025,5261.780025,5258.780025,5261.780025,5261.780025,5264.780025
414,amp180_freq26,180,26,5264.780025,5267.780025,5264.780025,5267.780025,5267.780025,5270.780025
415,amp180_freq50,180,50,5270.780025,5273.780025,5270.780025,5273.780025,5273.780025,5276.780025
416,amp180_freq26,180,26,5276.780025,5279.780025,5276.780025,5279.780025,5279.780025,5282.780025
417,amp100_freq5,100,5,5282.780025,5285.780025,5282.780025,5285.780025,5285.780025,5288.780025
418,amp250_freq26,250,26,5288.780025,5291.780025,5288.780025,5291.780025,5291.780025,5294.780025
419,amp250_freq10,250,10,5294.780025,5297.780025,5294.780025,5297.780025,5297.780025,5300.780025
420,amp100_freq5,100,5,5300.780025,5303.780025,5300.780025,5303.780025,5303.780025,5306.780025
421,amp250_freq50,250,50,5306.780025,5309.780025,5306.780025,5309.780025,5309.780025,5312.780025
422,amp250_freq26,250,26,5312.780025,5315.780025,5312.780025,5315.780025,5315.780025,5318.780025
423,amp100_freq5,100,5,5318.780025,5321.780025,5318.780025,5321.780025,5321.780025,5324.780025
424,amp100_freq5,100,5,5324.780025,5327.780025,5324.780025,5327.780025,5327.780025,5330.780025
425,amp180_freq5,180,5,5330.780025,5333.780025,5330.780025,5333.780025,5333.780025,5336.780025
426,amp250_freq10,250,10,5336.780025,5339.780025,5336.780025,5339.780025,5339.780025,5342.780025
427,amp100_freq5,100,5,5342.780025,5345.780025,5342.780025,5345.780025,5345.780025,5348.780025
428,amp250_freq10,250,10,5348.780025,5351.780025,5348.780025,5351.780025,5351.780025,5354.780025
429,amp180_freq50,180,50,5354.780025,5357.780025,5354.780025,5357.780025,5357.780025,5360.780025
430,amp180_freq5,180,5,5360.780025,5363.780025,5360.780025,5363.780025,5363.780025,5366.780025
431,amp250_freq26,250,26,5366.780025,5369.780025,5366.780025,5369.780025,5369.780025,5372.780025
432,amp100_freq5,100,5,5372.780025,5375.780025,5372.780025,5375.780025,5375.780025,5378.780025
433,amp180_freq10,180,10,5378.780025,5381.780025,5378.780025,5381.780025,5381.780025,5384.780025
434,amp100_freq10,100,10,5384.780025,5387.780025,5384.780025,5387.780025,5387.780025,5390.780025
435,amp250_freq26,250,26,5390.780025,5393.780025,5390.780025,5393.780025,5393.780025,5396.780025
436,amp100_freq26,100,26,5396.780025,5399.780025,5396.780025,5399.780025,5399.780025,5402.780025
437,amp180_freq10,180,10,5402.780025,5405.780025,5402.780025,5405.780025,5405.780025,5408.780025
438,amp180_freq26,180,26,5408.780025,5411.780025,5408.780025,5411.780025,5411.780025,5414.780025
439,amp250_freq10,250,10,5414.780025,5417.780025,5414.780025,5417.780025,5417.780025,5420.780025
440,amp180_freq50,180,50,5420.780025,5423.780025,5420.780025,5423.780025,5423.780025,5426.780025
441,amp100_freq10,100,10,5426.780025,5429.780025,5426.780025,5429.780025,5429.780025,5432.780025
442,amp100_freq26,100,26,5432.780025,5435.780025,5432.780025,5435.780025,5435.780025,5438.780025
443,amp250_freq26,250,26,5438.780025,5441.780025,5438.780025,5441.780025,5441.780025,5444.780025
444,amp250_freq26,250,26,5444.780025,5447.780025,5444.780025,5447.780025,5447.780025,5450.780025
445,amp100_freq26,100,26,5450.780025,5453.780025,5450.780025,5453.780025,5453.780025,5456.780025
446,amp250_freq26,250,26,5456.780025,5459.780025,5456.780025,5459.780025,5459.780025,5462.780025
447,amp250_freq10,250,10,5462.780025,5465.780025,5462.780025,5465.780025,5465.780025,5468.780025
448,amp100_freq50,100,50,5468.780025,5471.780025,5468.780025,5471.780025,5471.780025,5474.780025
449,amp180_freq50,180,50,5474.780025,5477.780025,5474.780025,5477.780025,5477.780025,5480.780025
450,amp100_freq50,100,50,5480.780025,5483.780025,5480.780025,5483.780025,5483.780025,5486.780025
451,amp250_freq10,250,10,5486.780025,5489.780025,5486.780025,5489.780025,5489.780025,5492.780025
452,amp250_freq10,250,10,5492.780025,5495.780025,5492.780025,5495.780025,5495.780025,5498.780025
453,amp100_freq10,100,10,5498.780025,5501.780025,5498.780025,5501.780025,5501.780025,5504.780025
454,amp100_freq5,100,5,5504.780025,5507.780025,5504.780025,5507.780025,5507.780025,5510.780025
455,amp180_freq50,180,50,5510.780025,5513.780025,5510.780025,5513.780025,5513.780025,5516.780025
456,amp180_freq10,180,10,5516.780025,5519.780025,5516.780025,5519.780025,5519.780025,5522.780025
457,amp250_freq5,250,5,5522.780025,5525.780025,5522.780025,5525.780025,5525.780025,5528.780025
458,amp180_freq50,180,50,5528.780025,5531.780025,5528.780025,5531.780025,5531.780025,5534.780025
459,amp250_freq26,250,26,5534.780025,5537.780025,5534.780025,5537.780025,5537.780025,5540.780025
460,amp180_freq26,180,26,5540.780025,5543.780025,5540.780025,5543.780025,5543.780025,5546.780025
461,amp180_freq50,180,50,5546.780025,5549.780025,5546.780025,5549.780025,5549.780025,5552.780025
462,amp100_freq10,100,10,5552.780025,5555.780025,5552.780025,5555.780025,5555.780025,5558.780025
463,amp180_freq5,180,5,5558.780025,5561.780025,5558.780025,5561.780025,5561.780025,5564.780025
464,amp100_freq5,100,5,5564.780025,5567.780025,5564.780025,5567.780025,5567.780025,5570.780025
465,amp250_freq10,250,10,5570.780025,5573.780025,5570.780025,5573.780025,5573.780025,5576.780025
466,amp180_freq10,180,10,5576.780025,5579.780025,5576.780025,5579.780025,5579.780025,5582.780025
467,amp180_freq5,180,5,5582.780025,5585.780025,5582.780025,5585.780025,5585.780025,5588.780025
