channel,rms,mad,ptp,absmax,zero_fraction,saturation_fraction,rough_mad,common_corr,rms_rz,mad_rz,ptp_rz,rough_mad_rz,absmax_rz,exclude_reasons,exclude_auto
84,757.6626,468.0,7161.5,5746.0,0.0007125,0.0,55.5,0.02586533,-0.1038653173021616,-0.23628322016748082,-0.0022894374966852295,0.6520067583333333,-0.3595978803427628,,False
85,644.32947,400.5,6042.5,4386.0,0.0008625,0.0,54.0,0.19065854,-0.2379095559798607,-0.3633678206559665,-0.16240697242110846,0.5171088083333334,-0.7384151671484617,,False
86,598.239,374.5,5948.0,4976.0,0.00093125,0.0,52.0,0.32695636,-0.2924228288131589,-0.41231892602930914,-0.1759289626359056,0.337244875,-0.5740753147842247,,False
87,580.6117,356.0,5489.5,5678.0,0.0009625,0.0,48.0,0.44814447,-0.31327145977179943,-0.44714952023726445,-0.24153565590029172,-0.022482991666666667,-0.3785387446830477,,False
88,318.07312,197.0,2610.0,2919.0,0.00173125,0.0,37.0,0.49062866,-0.623787752236938,-0.7465043569434753,-0.6535628603818616,-1.0117346249999999,-1.1470364610778443,,False
89,253.71613,161.0,1825.5,3117.0,0.00220625,0.0,34.0,0.49899822,-0.6999056919562114,-0.8142828105373343,-0.7658168426412092,-1.281530525,-1.091885120792897,,False
90,275.16953,167.0,1794.0,3260.0,0.00233125,0.0,33.0,0.45215455,-0.6745317820747341,-0.8029864016050244,-0.7703241727128083,-1.3714624916666667,-1.0520535972537683,,False
91,332.38953,208.0,2202.5,3234.0,0.00204375,0.0,33.0,0.4664698,-0.606855088519222,-0.7257942739009072,-0.7118719716255636,-1.3714624916666667,-1.0592956924427008,,False
92,439.11908,276.5,2903.5,3472.0,0.0015125,0.0,33.0,0.530107,-0.4806211997972308,-0.5968269385903698,-0.6115659913020419,-1.3714624916666667,-0.9930026672517036,,False
93,675.58307,428.5,4564.5,3634.0,0.0009875,0.0,38.0,0.62534,-0.20094450289907126,-0.3106512456385206,-0.3738937611774065,-0.9218026583333334,-0.9478788433822011,,False
94,1228.0955,774.0,9549.0,7745.0,0.00051875,0.0,51.0,0.6553943,0.45253698810406434,0.339833635380321,0.33933756396181386,0.24731290833333333,0.19720782283708446,,False
95,1469.4331,916.0,10843.0,9085.0,0.0004125,0.0,49.0,0.6448647,0.737977980695691,0.6071819801116539,0.5244958215062318,0.067448975,0.5704542671897584,,False
96,822.8329,518.5,6815.0,5980.0,0.0007,0.0,53.0,0.6744317,-0.026785458483133018,-0.141205111653873,-0.05187006828427473,0.42717684166666664,-0.29441902364237044,,False
97,986.53735,621.0,8053.0,6608.0,0.000625,0.0,52.0,0.6650964,0.16683524866153232,0.0517752076064201,0.1252751580217449,0.337244875,-0.11949457061738591,,False
